Timesteps,Feedbacks,Retro-Feedbacks,Experience Level,First Trial?
1434,16,48,10,n
235,3,7
336,2,9
621,16,22
867,40,29
712,11,14
802,15,29
595,9,37
398,3,10
725,6,23
196,0,0
