Timesteps,Feedbacks,Retro-Feedbacks,Experience Level,First Trial?
361,4,5,10,n
330,2,6
258,1,5
1062,13,17
767,4,13
1220,9,20
246,3,3
435,4,6
813,20,14
592,3,7
401,3,10
425,10,6
232,1,2
246,1,3
328,1,5
276,5,3
415,1,0
409,6,10
245,1,5
1089,13,29
260,1,4
339,6,6
237,1,3
133,0,0
