Timesteps,Feedbacks,Retro-Feedbacks,Experience Level,First Trial?
2371,23,105,10,n
297,1,9
253,1,4
537,10,6
399,5,8
944,13,17
815,19,10
1014,7,8
457,5,8
1034,30,24
419,6,13
184,0,0
