Timesteps,Feedbacks,Retro-Feedbacks,Experience Level,First Trial?
380,5,23,10,n
330,2,21
190,1,8
232,1,16
399,3,10
1406,9,78
853,11,31
1606,16,54
331,2,9
891,6,48
493,4,8
333,2,24
3699,144,85
502,28,11
1117,17,43
206,0,5
